zatu_handle,zatu_title,reason,bgg_id,bgg_name,score
sneaky-supper,Sneaky Supper,"QUALITY_GATE: shrunk=6.46, usersrated=29",433679,Sneaky Supper,100.0
dream-diary,Dream Diary,"QUALITY_GATE: shrunk=6.42, usersrated=59",379825,Dream Diary,100.0
slaps-brainrot,SLAPS Brainrot,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.56521739130434
singapore-1889,Singapore 1889,"QUALITY_GATE: shrunk=6.58, usersrated=31",370910,Singapore 1889,100.0
cryptocurrency,Cryptocurrency,"QUALITY_GATE: shrunk=6.36, usersrated=82",243694,Cryptocurrency,100.0
zombielife-insurance,Zombielife Insurance,"QUALITY_GATE: shrunk=6.50, usersrated=37",326475,Zombielife Insurance,100.0
hold-your-hat,Hold Your Hat,"QUALITY_GATE: shrunk=6.57, usersrated=8",362994,Hold your Hat,100.0
hotpot-havoc,Hotpot Havoc,"QUALITY_GATE: shrunk=6.53, usersrated=34",334233,Hotpot Havoc,100.0
plums-for-trash,Plums For Trash,"QUALITY_GATE: shrunk=6.48, usersrated=3",377086,Plums for trash,100.0
bunny-100,Bunny 100,"QUALITY_GATE: shrunk=6.51, usersrated=10",413238,Bunny 100,100.0
secret-societies-lycans,Secret Societies: Lycans,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
living-planet-collector,Living Planet Collector,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.22222222222221
living-planet-all-in,Living Planet All In,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.78787878787878
capy-cabana,Capy Cabana,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.58823529411764
living-planet-standard,Living Planet Standard,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.28571428571429
a-grade-black-stories-1,*A Grade* black stories 1,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.08108108108108
amoebunnies-bunny-buddies,Amoebunnies Bunny Buddies,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
tantrix-strategy,Tantrix Strategy,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.25
the-hunt-card-game,The Hunt - Card Game,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
word-wipe,Word Wipe,"QUALITY_GATE: shrunk=6.35, usersrated=17",468067,Word Wipe,100.0
steam-up-a-feast-of-dim-sum,Steam Up! A Feast of Dim Sum,"QUALITY_GATE: shrunk=6.65, usersrated=1720",307561,Steam Up: A Feast of Dim Sum,100.0
top-drop,Top Drop,"QUALITY_GATE: shrunk=6.54, usersrated=7",460431,Top Drop,100.0
spooky-bar,Spooky Bar,"QUALITY_GATE: shrunk=6.44, usersrated=4",468949,Spooky Bar,100.0
stack-o-cats-tuxedo-expansion-pack,Stack O' Cats: Tuxedo Expansion Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
stack-o-cats-tortoise-shell-expansion-pack,Stack O' Cats Tortoise Shell Expansion Pack,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.904761904761905
maybe-not-perfect,Maybe Not Perfect,"QUALITY_GATE: shrunk=6.50, usersrated=0",475378,Maybe. Not. Perfect!,100.0
mysterium-refresh-ext-secrets-lies-ml,Mysterium Refresh - Ext. Secrets & Lies ML,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,59.77011494252873
mysterium-refresh-ext-hidden-signs-ml,Mysterium Refresh - Ext. Hidden Signs ML,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.46153846153845
living-stories-pulse,Living Stories: Pulse,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
machu-pichu,Machu Pichu,"QUALITY_GATE: shrunk=6.39, usersrated=16",464310,Machu Pichu,100.0
living-stories-the-void,Living Stories: The Void,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.75
devious,Devious,"QUALITY_GATE: shrunk=6.69, usersrated=45",431478,Devious,100.0
chick-n-out,Chick'n out,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,90.9090909090909
if-then,If Then,"QUALITY_GATE: shrunk=6.56, usersrated=120",423465,If Then,100.0
amarok,Amarok,"QUALITY_GATE: shrunk=6.84, usersrated=112",451980,Amarok,100.0
assemble,Assemble!,"QUALITY_GATE: shrunk=6.41, usersrated=27",468063,Assemble!,100.0
leaf-it,Leaf It,"QUALITY_GATE: shrunk=6.49, usersrated=4",468567,Leaf It!,100.0
alien-frontiers-6th-edition,Alien Frontiers 6th Edition,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
alien-frontiers-complete-expansion-collection,Alien Frontiers Complete Expansion Collection,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.53246753246754
jumblejack,JumbleJack,"QUALITY_GATE: shrunk=6.45, usersrated=19",468065,JumbleJack,100.0
corps-of-discovery-duo,Corps of Discovery Duo,"QUALITY_GATE: shrunk=6.57, usersrated=13",462207,Corps of Discovery Duo,100.0
brigands-bluff,Brigands Bluff,"QUALITY_GATE: shrunk=6.50, usersrated=2",472264,Brigand's Bluff,96.55172413793103
frenzy-falls,Frenzy Falls,"QUALITY_GATE: shrunk=6.37, usersrated=33",463629,Frenzy Falls,100.0
cyberpunk-edgerunners-hunted,Cyberpunk Edgerunners - Hunted,"QUALITY_GATE: shrunk=6.71, usersrated=11",460036,Cyberpunk: Edgerunners – Hunted,100.0
blue-lock-striker,Blue Lock - Striker,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
priorities-fourth-wing,Priorities: Fourth Wing,"QUALITY_GATE: shrunk=6.45, usersrated=2",451960,Priorities: Fourth Wing,100.0
vampire-the-masquerade-banu-haqim-expansion-french-edition,Vampire: The Masquerade - Banu Haqim Expansion - French Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.24096385542168
cretaceous-rails-miniature-edition,Cretaceous Rails Miniature Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
food-truck-race-two-many-trucks-expansion,Food Truck Race: Two Many Trucks Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.76470588235294
voice-off,Voice Off,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
obscene,Obscene,"QUALITY_GATE: shrunk=6.50, usersrated=0",378056,Obscene,100.0
tippled,Tippled,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.71428571428572
uno-lightyear,Uno Lightyear,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,69.56521739130434
uno-toy-story-5,UNO Toy Story 5,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,93.33333333333333
magic-8-ball,Magic 8 Ball,"QUALITY_GATE: shrunk=6.33, usersrated=7",31812,Magic 8 Ball: The Board Game,100.0
tricky-kids,Tricky Kids,"QUALITY_GATE: shrunk=6.52, usersrated=164",447378,Tricky Kids,100.0
ikusa-bundle,Ikusa Bundle,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
nacho-pile-small-form,Nacho Pile (Small Form),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.51612903225806
crispy-critters,Crispy Critters,"QUALITY_GATE: shrunk=6.50, usersrated=0",447683,Crispy Critters,100.0
ryozen-solo-mode-expansion,Ryozen: Solo Mode Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.0
mini-rogue-glittering-throne,Mini Rogue: Glittering Throne,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.06896551724138
crash-derby,Crash Derby,"QUALITY_GATE: shrunk=6.69, usersrated=25",444886,Crash Derby,100.0
ryozen-deluxe-kickstarter-edition,Ryozen: Deluxe Kickstarter Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,85.18518518518519
nanolith-deluxe-expansion,Nanolith Deluxe Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.33333333333334
uno-junior-spidey-friends,UNO Junior Spidey & Friends,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
dragon-overload,Dragon Overload,"QUALITY_GATE: shrunk=6.43, usersrated=40",467495,Dragon Overload,100.0
coalitions-soldiers-of-fortune,Coalitions Soldiers of Fortune,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
living-stories-dust-devils,Living Stories: Dust Devils,"QUALITY_GATE: shrunk=6.66, usersrated=10",455801,Living Stories: Dust Devils,100.0
diplomacy-bundle,Diplomacy Bundle,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.22222222222221
goa-governor-edition,Goa Governor Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.7948717948718
goa-merchant-edition,Goa Merchant Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.6842105263158
who-wants-to-be-a-millionaire-brands-products-travel-tin,Who Wants to be a Millionaire: Brands & Products (Travel Tin),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.84466019417476
red-leaf-university,Red Leaf University,"QUALITY_GATE: shrunk=6.54, usersrated=4",455427,Red Leaf University,100.0
axis-allies-bundle,Axis & Allies Bundle,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,81.81818181818181
deal-or-no-deal-travel-tin,Deal or No Deal (Travel Tin),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,73.17073170731707
uno-lord-of-the-rings,UNO Lord of the Rings,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,86.66666666666667
connect-4-refresh,Connect 4 Refresh,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,78.78787878787878
a-grade-go-f-k-yourself,*A Grade* Go F**k Yourself,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,83.33333333333334
b-grade-wonky-doodles,*B Grade* Wonky Doodles,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,76.47058823529412
b-grade-roast-master,*B Grade* Roast Master,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.75
a-grade-cascadia-landmarks-german-language-version,*A Grade* Cascadia - Landmarks - GERMAN Language Version,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,54.54545454545454
wheel-of-fortune-travel-tin,Wheel of Fortune (Travel Tin),"QUALITY_GATE: shrunk=6.43, usersrated=7",110698,Travel Wheel of Fortune,92.0
blankety-blank-travel-tin,Blankety Blank (Travel Tin),"QUALITY_GATE: shrunk=6.50, usersrated=0",158486,Blankety Blank: Travel,91.30434782608697
battles-of-the-american-revolution-tri-pack-2,Battles of the American Revolution: Tri-Pack-2,"QUALITY_GATE: shrunk=7.19, usersrated=49",378481,"Battles of the American Revolution Tri-Pack II: Monmouth, Germantown, Newtown",95.0
panzer-expansion-4-france-1940-2nd-print,Panzer Expansion 4 - France 1940 2nd Print,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,64.61538461538461
spirits-of-valenor,Spirits of Valenor,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.72727272727273
lingo-travel-tin,Lingo (Travel Tin),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
talksport-football-trivia-travel-tin,TalkSPORT Football Trivia (Travel Tin),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,66.66666666666667
michael-mcintyre-s-the-wheel-board-game-2nd-edition,Michael McIntyre's The Wheel Board Game 2nd Edition,"QUALITY_GATE: shrunk=6.26, usersrated=10",354076,Michael McIntyre's The Wheel,100.0
bacon-blitz-game,Bacon Blitz Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.28571428571429
frame-game,Frame Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,94.73684210526316
kloak-ladybug-game,Kloak Ladybug Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,80.0
unconditional-surrender-western-campaigns,Unconditional Surrender! Western Campaigns,"QUALITY_GATE: shrunk=7.11, usersrated=63",316238,Unconditional Surrender! Western Campaigns,100.0
synchro-horizon-game-trayz-rpg-signature-box,Synchro Horizon: Game Trayz RPG Signature Box,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,57.14285714285714
a-grade-star-wars-force-and-destiny-rpg-keeping-the-peace,*A Grade* Star Wars Force and Destiny RPG: Keeping the Peace,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,65.85365853658536
a-grade-solar-gardens-game,*A Grade* Solar Gardens Game,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,70.27027027027026
b-grade-bugs-buddy,*B Grade* Bugs Buddy,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,71.42857142857143
battleship-grab-go-refresh,Battleship: Grab & Go (Refresh),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.79661016949152
guess-who-grab-go-refresh,Guess Who: Grab & Go (Refresh),LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.0
a-grade-get-wet-family-edition,*A Grade* Get Wet Family Edition,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,88.0
a-grade-more-cards-against-humanity-600-card-expansion,*A Grade* More Cards Against Humanity 600-card Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,74.54545454545455
suddenly-drunk-hardcore-expansion,Suddenly Drunk: Hardcore Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,60.71428571428572
bolide-tracks-2,Bolide Tracks 2,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.0
time-pirates,Time Pirates,"QUALITY_GATE: shrunk=5.81, usersrated=263",495,Time Pirates,100.0
suddenly-drunk-sexy-expansion,Suddenly Drunk: Sexy Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,61.53846153846154
suddenly-drunk-gross-expansion,Suddenly Drunk: Gross Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,63.1578947368421
instacrime-munford,Instacrime: Munford,"QUALITY_GATE: shrunk=6.02, usersrated=123",307369,Instacrime: Munford,100.0
space-dealer-all-zeit,Space Dealer: All-Zeit,"LOW_CONFIDENCE_MATCH: exact match is a BGG expansion/non-base entry, out of scope -- refusing to fall back to a fuzzy match against an unrelated base game",,,100.0
age-of-rome-deluxe-edition,Age of Rome: Deluxe Edition,"QUALITY_GATE: shrunk=6.96, usersrated=788",349793,Age of Rome,100.0
rock-swap-flip-flop,Rock Swap Flip Flop,"QUALITY_GATE: shrunk=6.48, usersrated=14",448476,Rock Swap Flip-Flop,100.0
ark-extra-mix-expansion,Ark Extra Mix Expansion,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,62.745098039215684
mac-attack,MAC Attack,"QUALITY_GATE: shrunk=6.67, usersrated=8",457809,MAC Attack,100.0
crazy-heads,Crazy Heads,"QUALITY_GATE: shrunk=6.47, usersrated=2",439237,Crazy Heads,100.0
klangquadrat-game-collection,Klangquadrat Game Collection,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,72.34042553191489
zoomemo,ZooMemo,"QUALITY_GATE: shrunk=6.51, usersrated=8",164632,ZooMemo,100.0
eldritch-dice-expansion-pack-railroad-ink-challenge,Eldritch Dice Expansion Pack - Railroad Ink Challenge,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,67.3913043478261
111-ants,111 Ants,"QUALITY_GATE: shrunk=6.61, usersrated=378",217335,111 Ants,100.0
monopoly-prime-prizm-fifa-world-cup-core,Monopoly Prime Prizm: FIFA World Cup Core,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,84.21052631578947
paint-date,Paint Date,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,84.21052631578947
mercado-de-lisboa,Mercado de Lisboa,"QUALITY_GATE: shrunk=6.53, usersrated=3032",262477,Mercado de Lisboa,100.0
kamakai,Kamakai,"QUALITY_GATE: shrunk=6.54, usersrated=6",420720,Kamakai,100.0
micronimo,Micronimo,"QUALITY_GATE: shrunk=6.46, usersrated=3",372826,Micronimo,100.0
arena-for-the-gods,Arena: For The Gods!,"QUALITY_GATE: shrunk=6.43, usersrated=1107",207753,Arena: For the Gods!,100.0
deluxe-halma,Deluxe Halma,LOW_CONFIDENCE_MATCH: ambiguous: multiple BGG entries share this normalized title,,,
monster-soup,Monster Soup,"QUALITY_GATE: shrunk=6.34, usersrated=71",316972,Monster Soup,100.0
suddenly-stoned,Suddenly Stoned,"QUALITY_GATE: shrunk=6.50, usersrated=6",244152,Suddenly Stoned,100.0
collectors-memory-pokemon,Collectors' memory - Pokemon,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,68.29268292682926
loops-lines,Loops & Lines,"QUALITY_GATE: shrunk=6.41, usersrated=8",439239,Loops & Lines,100.0
hidden-games-professor-charlie-s-world-tour,Hidden Games: Professor Charlie's world tour,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,82.1917808219178
mega-monster-meals,Mega Monster Meals,"QUALITY_GATE: shrunk=6.41, usersrated=10",439285,Mega Monster Meals,100.0
captain-look,Captain Look,"QUALITY_GATE: shrunk=6.50, usersrated=0",99888,Captain Hook,91.66666666666666
realms-of-destiny,Realms of Destiny,"QUALITY_GATE: shrunk=6.57, usersrated=3",226391,Realms of Destiny,100.0
realtalk-fourth-wing,RealTalk - Fourth Wing,"QUALITY_GATE: shrunk=6.48, usersrated=1",473909,Realtalk: Fourth Wing,100.0
disco-heist-laundry-base-game-with-glitter-gulch,Disco Heist Laundry Base Game with Glitter Gulch,LOW_CONFIDENCE_MATCH: fuzzy score below threshold or too close to runner-up,,,58.97435897435898
